[format: "filename|center_x|center_y|radius|possibility"]
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_00.png| 392.0| 221.0| 57.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_01.png| 559| 207| 68| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_02.png| 432| 248| 87| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_03.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_04.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_05.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_06.png| 426| 200| 83| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_07.png| 386| 210| 66| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_08.png| 326| 180| 52| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_09.png| 353| 197| 53| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_10.png| 422| 254| 47| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_100.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_101.png| 671.0| 294.0| 51.0| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_102.png| 454| 116| 58| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_103.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_104.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_105.png| 544| 265| 26| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_106.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_107.png| 541| 271| 28| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_108.png| 533| 270| 30| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_109.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_11.png| 384| 195| 35| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_110.png| 500| 261| 27| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_111.png| 472| 253| 26| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_112.png| 210.0| 116.0| 10.0| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_113.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_114.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_115.png| 348| 259| 21| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_116.png| 332| 267| 29| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_117.png| 298| 258| 25| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_118.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_119.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_12.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_120.png| 232.0| 291.0| 7.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_121.png| 184| 273| 29| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_122.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_123.png| 673.0| 86.0| 7.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_124.png| 92| 268| 8| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_125.png| 705| 49| 14| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_126.png| 547| 266| 25| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_127.png| 471| 83| 34| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_128.png| 469| 97| 20| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_129.png| 429| 135| 36| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_13.png| 412| 321| 57| 0.875
