[format: "filename|center_x|center_y|radius|possibility"]
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_00.png| 392| 211| 48| 1.0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_01.png| 549| 210| 61| 0.875
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_02.png| 428| 224| 71| 0.75
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_03.png| 0| 0| 0| 0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_04.png| 622| 317| 28| 0.75
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_05.png| 0| 0| 0| 0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_06.png| 414| 186| 67| 1.0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_07.png| 390| 186| 57| 0.75
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_08.png| 340| 157| 42| 0.625
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_09.png| 352| 196| 49| 0.625
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_10.png| 419| 242| 51| 0.75
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_100.png| 0| 0| 0| 0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_101.png| 660| 285| 53| 0.625
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_102.png| 447| 113| 50| 0.75
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_103.png| 0| 0| 0| 0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_104.png| 0| 0| 0| 0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_105.png| 544| 265| 26| 1.0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_106.png| 0| 0| 0| 0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_107.png| 539| 265| 26| 1.0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_108.png| 0| 0| 0| 0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_109.png| 260.0| 158.0| 19.0| 1.0
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_11.png| 387| 194| 33| 0.875
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_110.png| 501| 256| 23| 0.875
save_imgs/outputs_7_layer_conv5/outputs_7_layer_conv5_111.png| 474| 262| 28| 0.75
