[format: "filename|center_x|center_y|radius|possibility"]
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_00.png| 393| 223| 58| 1.0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_01.png| 554| 209| 61| 0.875
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_02.png| 430| 248| 85| 1.0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_03.png| 408| 291| 51| 0.625
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_04.png| 577.0| 303.0| 52.0| 0.75
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_05.png| 110| 166| 51| 0.75
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_06.png| 416| 188| 69| 0.875
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_07.png| 389| 202| 62| 0.75
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_08.png| 330| 150| 56| 0.625
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_09.png| 358| 193| 53| 0.625
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_10.png| 435| 234| 35| 0.625
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_100.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_101.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_102.png| 442| 114| 56| 0.75
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_103.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_104.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_105.png| 546| 268| 25| 1.0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_106.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_107.png| 543| 263| 23| 0.875
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_108.png| 530| 273| 33| 0.875
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_109.png| 531.0| 256.0| 20.0| 1.0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_11.png| 381| 173| 47| 0.625
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_110.png| 501| 263| 28| 1.0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_111.png| 470| 254| 25| 1.0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_112.png| 440.0| 256.0| 24.0| 1.0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_113.png| 419| 260| 14| 1.0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_114.png| 374| 262| 21| 0.875
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_115.png| 353| 258| 24| 1.0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_116.png| 335.0| 261.0| 23.0| 0.875
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_117.png| 294.0| 17.0| 6.0| 0.875
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_118.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_119.png| 405| 26| 7| 0.875
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_12.png| 469| 374| 51| 0.625
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_120.png| 213| 275| 30| 0.75
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_121.png| 191.0| 268.0| 19.0| 0.875
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_122.png| 220| 51| 10| 0.625
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_123.png| 92.0| 266.0| 27.0| 0.75
save_imgs/outputs_3_layer_conv5/outputs_3_layer_conv5_124.png| 120.0| 47.0| 20.0| 0.875
